iter	Accuracy	Logloss
185	1	0.003961195354
186	1	0.003927103424
187	1	0.003881315907
188	1	0.003847279329
189	1	0.003811203631
190	1	0.003782356974
191	1	0.003755049801
192	1	0.003725621332
193	1	0.003694642007
194	1	0.003663287863
195	1	0.003637852861
196	1	0.003613677379
197	1	0.003588390898
198	1	0.003562999934
199	1	0.003536249322
200	1	0.003509090572
201	1	0.003477904131
202	1	0.003453654813
203	1	0.003422034142
204	1	0.003390902107
205	1	0.003367453052
206	1	0.003346843745
207	1	0.003323399437
208	1	0.003296047451
209	1	0.003274151414
210	1	0.003255729757
211	1	0.003232445879
212	1	0.003213443567
213	1	0.003190060438
214	1	0.00316448207
215	1	0.003138612771
216	1	0.003113865003
217	1	0.003088222009
218	1	0.003063909595
219	1	0.003043638796
220	1	0.003019111429
221	1	0.002992915473
222	1	0.002971492446
223	1	0.002951800669
224	1	0.002931721823
225	1	0.002911688163
226	1	0.002887277456
227	1	0.002868154786
228	1	0.002848283585
229	1	0.00282790736
230	1	0.002810749823
231	1	0.002788633893
232	1	0.002770014997
233	1	0.002750664459
234	1	0.002730430062
235	1	0.002712843163
236	1	0.002696939912
237	1	0.002678970589
238	1	0.002665512823
239	1	0.002651238695
240	1	0.002632920384
241	1	0.002616650797
242	1	0.002597150299
243	1	0.0025842841
244	1	0.002568370471
245	1	0.002549406773
246	1	0.002532960331
247	1	0.002517035169
248	1	0.002501839065
249	1	0.00248387695
250	1	0.002467630882
251	1	0.002467621378
252	1	0.002449096931
253	1	0.002426394323
254	1	0.002412099851
255	1	0.002398582858
256	1	0.002383750397
257	1	0.002383750397
258	1	0.002367701843
259	1	0.002349134298
260	1	0.002334811559
261	1	0.002321925667
262	1	0.002305671542
263	1	0.002292853747
264	1	0.002278096091
265	1	0.002262347379
266	1	0.002248455874
267	1	0.002248455874
268	1	0.002235979291
269	1	0.002235972795
270	1	0.002220790611
271	1	0.002209044831
272	1	0.00219714977
273	1	0.002197140147
274	1	0.002184919529
275	1	0.002184919529
276	1	0.002172109136
277	1	0.002159252652
278	1	0.002159252652
279	1	0.002159218563
280	1	0.002147035016
281	1	0.002134965357
282	1	0.002121694934
283	1	0.002108891811
284	1	0.002098900706
285	1	0.002088894681
286	1	0.002078431764
287	1	0.0020646003
288	1	0.002064592747
289	1	0.002064545035
290	1	0.002052350955
291	1	0.002040650655
292	1	0.002040650655
293	1	0.002040638428
294	1	0.002040615594
295	1	0.002040588149
296	1	0.002024644881
297	1	0.00201337014
298	1	0.002000665342
299	1	0.002000659741
300	1	0.001990406053
301	1	0.001990387692
302	1	0.001990361828
303	1	0.001990350688
304	1	0.0019903275
305	1	0.001978717216
306	1	0.001968042719
307	1	0.001968042719
308	1	0.001959488217
309	1	0.001959485984
310	1	0.001948756244
311	1	0.001937356467
312	1	0.001937351658
313	1	0.001937349112
314	1	0.001926458132
315	1	0.001926455333
316	1	0.001926453424
317	1	0.001916536976
318	1	0.001916536976
319	1	0.001908157649
320	1	0.001898168976
321	1	0.001886281685
322	1	0.001877829329
323	1	0.001872130223
324	1	0.001859506526
325	1	0.001859502964
326	1	0.001859488798
327	1	0.001851067509
328	1	0.001851058246
329	1	0.001840394325
330	1	0.001840389761
331	1	0.001829191457
332	1	0.001829191457
333	1	0.001819976528
334	1	0.001810632842
335	1	0.00181059027
336	1	0.001801791696
337	1	0.001793530933
338	1	0.00179350261
339	1	0.001784965531
340	1	0.001775888857
341	1	0.001775888857
342	1	0.001775882669
343	1	0.001775878842
344	1	0.001775874868
345	1	0.001775707683
346	1	0.00176565476
347	1	0.001758013608
348	1	0.001758013608
349	1	0.00174639182
350	1	0.001737857157
351	1	0.001737853831
352	1	0.00172713237
353	1	0.001720100569
354	1	0.001710374501
355	1	0.001700857375
356	1	0.001692146547
357	1	0.00169213729
358	1	0.001684730177
359	1	0.001683557306
360	1	0.001678701477
361	1	0.001678699069
362	1	0.001678681309
363	1	0.001670298062
364	1	0.001670298062
365	1	0.001670289473
366	1	0.001670289473
367	1	0.001670288127
368	1	0.001670281265
369	1	0.001670256929
370	1	0.001659772343
371	1	0.001659753533
372	1	0.001651780659
373	1	0.001651768591
374	1	0.001651759465
375	1	0.00165175578
376	1	0.001651742257
377	1	0.001651725088
378	1	0.001645203826
379	1	0.001645187508
380	1	0.001645167009
381	1	0.001645162615
382	1	0.001638587222
383	1	0.001638583431
384	1	0.001638583431
385	1	0.001638549759
386	1	0.001638543337
387	1	0.001638527636
388	1	0.00163852362
389	1	0.001631864417
390	1	0.00163185113
391	1	0.001624087401
392	1	0.001617191866
393	1	0.001617188467
394	1	0.001617185204
395	1	0.001617183564
396	1	0.001617181203
397	1	0.001617181203
398	1	0.001606796156
399	1	0.001606793318
400	1	0.001606793318
401	1	0.001602415855
402	1	0.00160241042
403	1	0.001602407556
404	1	0.00160239642
405	1	0.00159418073
406	1	0.001593232746
407	1	0.001593224814
408	1	0.001586545999
409	1	0.001586532536
410	1	0.001586517734
411	1	0.001586506933
412	1	0.001579562071
413	1	0.001579562071
414	1	0.001579547792
415	1	0.001577073885
416	1	0.001577058736
417	1	0.001577043055
418	1	0.001577043055
419	1	0.001577037456
420	1	0.001577037456
421	1	0.001577011596
422	1	0.001577002634
423	1	0.001576988903
424	1	0.001568750441
425	1	0.001568741992
426	1	0.001568737798
427	1	0.001568735713
428	1	0.001568711299
429	1	0.001568708539
430	1	0.001568705589
431	1	0.001568704095
432	1	0.00156870008
433	1	0.00156870008
434	1	0.001568681865
435	1	0.001568678484
436	1	0.001568678484
437	1	0.001561064422
438	1	0.001561064422
439	1	0.001561061305
440	1	0.001561061305
441	1	0.001561058361
442	1	0.00156102987
443	1	0.001561022013
444	1	0.001561006262
445	1	0.001560997976
446	1	0.00156097492
447	1	0.001560965101
448	1	0.001560942261
449	1	0.00156093047
450	1	0.001560921791
451	1	0.001560918284
452	1	0.001560918284
453	1	0.001560918284
454	1	0.001560912922
455	1	0.001560899325
456	1	0.001554977304
457	1	0.001554950658
458	1	0.001547782913
459	1	0.001547781629
460	1	0.001547781629
461	1	0.001540861076
462	1	0.001540858082
463	1	0.001540852273
464	1	0.001540843372
465	1	0.001540681931
466	1	0.001529853907
467	1	0.001529847636
468	1	0.001522734633
469	1	0.001522539459
470	1	0.00151630228
471	1	0.00151630228
472	1	0.001516288968
473	1	0.001516281908
474	1	0.001516281908
475	1	0.001516281908
476	1	0.001516279298
477	1	0.001516270101
478	1	0.001516267367
479	1	0.001516264267
480	1	0.001516255445
481	1	0.00151468286
482	1	0.00151468286
483	1	0.001508174139
484	1	0.001508162703
485	1	0.00150815114
486	1	0.001508143808
487	1	0.001508141961
488	1	0.001508138547
489	1	0.001508138547
490	1	0.001508138547
491	1	0.001508138547
492	1	0.001508138547
493	1	0.001508138547
494	1	0.001508126753
495	1	0.001508123476
496	1	0.001508123476
497	1	0.001507123599
498	1	0.001507118081
499	1	0.001507118081
